!CSV A.01.01
!Keysight Technologies,P9373B,MY61100323,A.17.25.05
!Date: Friday, May 16, 2025 13:57:53
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(DB),S11(DEG),S12(DB),S12(DEG),S21(DB),S21(DEG),S22(DB),S22(DEG)
92734.605673953,-0.017902307,-15.595356,-85.883492,74.550644,-89.240677,-170.96202,0.011002601,-0.0021481465
93242.561000744,-0.01548616,-15.709818,-97.335945,84.987076,-85.889862,-132.53096,0.014067442,0.0050055659
93753.298661185,-0.013409681,-15.775982,-81.77536,83.573471,-100.64904,31.356754,0.013280919,0.0018369646
94266.833895557,-0.016434217,-15.888022,-82.477135,136.73148,-84.768112,-165.91133,0.012548972,0.0096601425
94783.182027615,-0.016839068,-15.937625,-88.497818,176.11165,-93.358849,-156.60399,0.013702583,0.011603354
95302.358465054,-0.015490317,-16.054724,-83.115967,101.24598,-83.996811,31.283575,0.014574169,0.0030986904
95824.378699962,-0.018960867,-16.137474,-87.139977,163.28534,-90.755608,-27.425808,0.016240481,-0.021437837
96349.258309286,-0.016032781,-16.212267,-89.923637,127.92056,-80.808357,48.73563,0.0091544958,0.029033121
96877.012955298,-0.020773392,-16.32593,-85.744484,57.907677,-87.459747,92.554893,0.010286283,-0.0028021797
97407.658386058,-0.017104398,-16.39068,-95.716591,-18.768969,-82.422409,-168.76044,0.012023423,0.010918621
97941.210435886,-0.016709657,-16.484657,-93.004189,100.96008,-87.452568,-21.303791,0.012785913,0.015808238
98477.685025837,-0.018331731,-16.582283,-80.428101,-125.38931,-83.572205,-131.49379,0.013439886,-0.0060983463
99017.098164172,-0.020294052,-16.659435,-86.749352,35.435181,-84.664696,-2.811887,0.013424403,-0.0077507347
99559.465946839,-0.019093465,-16.755581,-98.749107,163.03847,-90.778152,81.269104,0.0093440944,-0.0097049642
100104.80455795,-0.020828273,-16.835058,-82.967216,116.56475,-80.191345,10.662504,0.013198852,0.0094178487
100653.13027027,-0.021542838,-16.942383,-88.975075,57.530403,-79.904152,-170.12799,0.011309338,0.015651584
101204.45944568,-0.01995025,-17.026018,-81.852699,113.0935,-79.868484,-176.15648,0.013087362,0.025374314
101758.80853572,-0.018656166,-17.090738,-86.30632,-132.96329,-95.68396,-7.1247082,0.012890184,-0.0052290685
102316.19408201,-0.02310426,-17.215662,-92.442467,21.764978,-85.057663,-1.9664892,0.010480996,0.016401466
102876.63271679,-0.016644174,-17.301712,-89.089622,157.36081,-89.187927,112.69298,0.011897447,0.024860365
103440.14116341,-0.014242751,-17.389132,-96.961525,-138.72141,-94.234558,-112.8109,0.014129884,0.019709719
104006.7362368,-0.020998124,-17.458128,-85.035362,22.559612,-88.723717,18.312157,0.013701035,0.01510609
104576.43484402,-0.021795709,-17.606174,-91.225075,126.54482,-90.87558,24.478443,0.013431112,0.014980076
105149.25398472,-0.016739542,-17.664518,-85.121635,-18.071136,-85.966034,48.58947,0.012530904,-0.013426057
105725.21075169,-0.022825291,-17.784224,-88.977982,125.47478,-97.61821,-133.17168,0.010159739,0.0035987131
106304.32233131,-0.019499084,-17.845339,-82.208755,-52.007336,-94.276642,179.2784,0.011802446,0.012176399
106886.60600413,-0.020472204,-17.962164,-87.107422,22.425409,-83.96743,166.54916,0.01180038,-0.0045222677
107472.07914533,-0.024078449,-18.041986,-85.72052,65.78199,-85.502914,3.5403662,0.0083520962,0.01035581
108060.75922529,-0.019531067,-18.118376,-86.653969,42.246655,-83.919609,169.66386,0.01626008,0.015257907
108652.66381006,-0.020456601,-18.220871,-93.645615,174.95218,-79.341988,-39.100452,0.0092903664,0.0017078541
109247.81056193,-0.023440244,-18.331371,-90.393028,-149.95746,-86.924385,-106.95174,0.01161502,-0.0025246455
109846.21723991,-0.019543549,-18.448872,-78.529778,-62.409378,-81.99646,-128.39253,0.012375001,-0.00066339679
110447.9017003,-0.020909686,-18.536127,-91.922394,-87.21756,-79.561707,33.09206,0.01163051,0.02690009
111052.88189722,-0.02173223,-18.635752,-78.950386,-11.00706,-81.52845,-99.362755,0.012472054,-0.013857751
111661.1758831,-0.023198988,-18.720758,-78.898689,5.0641952,-86.578606,2.7636373,0.012101898,-0.00077457336
112272.8018093,-0.023234643,-18.865604,-83.865303,-160.54137,-81.430084,-32.888229,0.010411273,0.0010203164
112887.77792655,-0.023479544,-18.961565,-90.502785,-173.82628,-83.237625,24.102879,0.016179617,0.015449258
113506.1225856,-0.022470621,-19.047142,-97.342377,91.748764,-92.888908,1.2460535,0.01509064,0.0012197358
114127.85423768,-0.025448879,-19.160376,-94.655006,159.39388,-95.121567,-157.83598,0.0090563344,0.006815502
114752.9914351,-0.023471735,-19.204884,-84.100372,120.60292,-93.393898,-4.2737818,0.014632475,-0.042006776
115381.5528318,-0.023076676,-19.370632,-88.96907,78.687523,-80.96212,-128.63661,0.0085546477,-0.013110863
116013.55718388,-0.020919571,-19.45713,-89.107277,148.85634,-86.67424,-128.46979,0.012350737,0.034787029
116649.02335018,-0.023806706,-19.554462,-86.072769,-169.78329,-87.222137,75.219307,0.010901384,0.0017408993
117287.97029286,-0.025294475,-19.664925,-96.951134,-92.939987,-81.264404,32.447044,0.0096819419,0.012813018
117930.41707792,-0.029618539,-19.761503,-87.892227,68.026321,-79.774376,17.846828,0.010640067,-0.028583137
118576.3828758,-0.026769212,-19.851,-87.830978,156.65323,-86.643036,-5.7823496,0.011863887,-0.016273947
119225.88696195,-0.025817854,-19.983807,-82.253914,-45.232727,-80.794617,137.71733,0.0078999382,0.010942572
119878.94871742,-0.027371436,-20.073042,-79.40316,146.59514,-91.197227,-81.526108,0.013474982,0.029021561
120535.58762938,-0.02622176,-20.209995,-80.963829,-32.519566,-78.316833,-158.44986,0.011766303,0.018881222
121195.82329178,-0.032056123,-20.290701,-86.198433,-114.23654,-79.597466,170.20723,0.011113628,-0.0086407587
121859.67540586,-0.028797889,-20.37554,-87.258125,121.43909,-83.293976,40.646488,0.0076456759,-0.0011962574
122527.16378082,-0.027669976,-20.51017,-85.60128,-163.95888,-89.417038,14.667056,0.0124163,-0.026430029
123198.30833432,-0.025676979,-20.630791,-83.140518,-106.15142,-82.309402,4.983304,0.0079268105,-0.0022139482
123873.12909314,-0.024296585,-20.749687,-97.152924,-61.738415,-80.374062,21.289303,0.01248909,-0.017681291
124551.64619376,-0.028593337,-20.862341,-85.916626,64.366798,-92.736679,66.519798,0.015281011,0.010410514
125233.87988295,-0.028517772,-20.995647,-96.652283,-64.37204,-79.77063,48.218941,0.008457507,-0.0060612243
125919.85051839,-0.024802662,-21.06662,-88.567696,57.766235,-88.918488,-88.438202,0.012977934,0.013358339
126609.57856926,-0.030103339,-21.18354,-88.88446,137.32095,-98.033752,-93.514633,0.012044591,-0.016212435
127303.08461686,-0.030619478,-21.298281,-85.686226,53.187832,-80.365913,62.788589,0.012194311,0.0040999306
128000.38935524,-0.029583614,-21.393353,-81.436142,150.76915,-82.524658,149.22745,0.015656054,-0.0028635133
128701.51359178,-0.031852201,-21.499281,-99.805664,-138.62505,-84.446304,169.26907,0.015990833,6.4554399e-005
129406.47824785,-0.028519856,-21.611473,-91.626656,33.656872,-81.585831,-104.59166,0.018028861,0.0019494902
130115.30435941,-0.029288592,-21.764383,-79.107826,-122.45344,-83.301506,2.6193049,0.01271571,-0.019320767
130828.01307765,-0.026565537,-21.852484,-82.443413,-81.899704,-85.775734,77.038719,0.010000135,-0.015509075
131544.62566961,-0.028651966,-21.984407,-96.638733,-171.84503,-90.227142,42.734882,0.0090553015,-0.010820326
132265.16351882,-0.029232562,-22.093117,-86.101082,168.77811,-84.198151,87.14814,0.014273856,0.017487898
132989.64812594,-0.031321835,-22.181614,-85.454773,-12.735528,-89.639877,27.618711,0.015984127,0.020275638
133718.1011094,-0.030125234,-22.343058,-89.229935,-175.72292,-86.424622,66.968742,0.012799335,0.022036271
134450.54420606,-0.030700814,-22.454739,-79.332878,91.740387,-84.6763,144.37411,0.011433265,-0.029455241
135186.99927181,-0.031760413,-22.566483,-86.118309,-22.490583,-93.940086,-54.216,0.013745935,-0.029344257
135927.48828229,-0.031741116,-22.686874,-85.954674,64.281281,-82.92012,80.903999,0.0099965194,0.0091619669
136672.0333335,-0.037159927,-22.818472,-84.85321,-4.9099565,-100.46673,-139.82289,0.010107055,-0.0050350311
137420.65664246,-0.030101255,-22.926924,-92.266037,-16.685833,-92.414055,-101.22716,0.011067152,0.008421558
138173.38054791,-0.035904817,-23.045328,-117.44316,-102.23252,-91.457161,61.691689,0.012564459,0.027804513
138930.22751091,-0.035957281,-23.183018,-84.453827,165.7943,-90.291969,-4.5578594,0.0086114844,0.0057757059
139691.2201156,-0.033404551,-23.31143,-80.506668,14.896431,-94.208794,-165.20302,0.013150849,0.018688643
140456.38106979,-0.035253387,-23.421959,-90.41996,-8.2228928,-86.062386,46.981827,0.010512501,0.013481515
141225.73320568,-0.031059546,-23.555857,-85.745499,-113.17637,-77.750916,-38.116329,0.013615363,0.020492572
141999.29948053,-0.034929536,-23.683968,-90.904404,134.46255,-115.65273,-19.281042,0.011770951,0.0010929488
142777.10297738,-0.033954736,-23.790392,-90.724503,40.095406,-96.695854,-101.66648,0.0096457815,0.0064214603
143559.16690566,-0.039952859,-23.919397,-82.429169,-89.444893,-86.167839,55.4459,0.0098555041,-0.015936377
144345.51460196,-0.039975587,-24.047153,-87.381378,-142.24963,-88.755806,-111.15122,0.011548928,-0.0099959159
145136.1695307,-0.034887001,-24.161898,-85.110184,157.47147,-91.802017,116.45537,0.011435331,-0.0052212048
145931.1552848,-0.041836374,-24.288622,-84.936394,-169.76291,-82.711006,48.030094,0.013907981,0.018717382
146730.49558644,-0.037040874,-24.424686,-85.473999,95.404709,-85.397163,60.410294,0.0091276309,-0.0092991302
147534.21428771,-0.036265023,-24.577021,-90.084358,-55.751755,-96.489052,-146.06622,0.0084223701,0.0056919232
148342.33537139,-0.040926915,-24.695148,-80.510605,124.3769,-77.520332,44.021046,0.012695062,0.01894762
149154.88295158,-0.038417492,-24.832239,-85.0373,-15.423276,-89.890541,61.471478,0.013118848,-0.018103056
149971.8812745,-0.044611912,-24.928207,-81.285828,-133.38141,-82.931412,-122.42337,0.013765546,-0.0063773924
150793.35471916,-0.036747694,-25.078033,-80.666939,-44.102051,-84.801666,15.140464,0.012990323,-0.0018293536
151619.32779811,-0.040566321,-25.204517,-86.19593,-50.22298,-90.270409,57.348618,0.010023896,0.019369394
152449.82515818,-0.043293469,-25.319355,-78.223381,117.36453,-90.10482,5.4841757,0.0088362405,-0.030771233
153284.87158119,-0.045510631,-25.497667,-84.941727,-161.49039,-83.806999,-129.52901,0.012178306,0.017933968
154124.49198471,-0.033330992,-25.615093,-86.025124,124.87683,-83.60466,-122.86792,0.012873149,-0.027728716
154968.71142279,-0.044611912,-25.76557,-86.509399,0.3378441,-93.792175,97.750153,0.0092666028,-0.029139249
155817.55508672,-0.039392248,-25.884926,-88.024284,39.990818,-84.233543,156.98639,0.014068474,0.028869983
156671.04830576,-0.039307613,-26.067459,-85.317802,25.350288,-80.676582,-155.59117,0.011882991,0.013413418
157529.21654795,-0.041122381,-26.155748,-84.945854,75.046471,-82.92968,-67.056015,0.014222769,-0.027798885
158392.08542078,-0.043845691,-26.304266,-77.020836,161.9135,-80.775406,-36.55975,0.0085660145,0.0021095143
159259.68067205,-0.044315346,-26.41939,-78.651901,147.93864,-82.683586,110.07586,0.0084864423,-0.029019894
160132.02819057,-0.041126825,-26.5856,-96.777252,43.313126,-77.635658,-81.897995,0.013442983,-0.0049613845
161009.15400695,-0.04624863,-26.670074,-84.30265,161.17937,-80.116127,-22.853077,0.012957287,0.024317699
161891.08429442,-0.044889148,-26.841198,-80.146675,-30.965111,-75.082428,-55.2887,0.014948242,-0.00056859438
162777.84536953,-0.042199947,-26.99892,-90.082428,56.030594,-85.915085,1.2785608,0.012592851,-0.015343532
163669.463693,-0.042378217,-27.116486,-96.078484,-79.551231,-83.836983,-68.624702,0.012556716,0.020088727
164565.96587049,-0.042750724,-27.264671,-89.295189,0.76314092,-79.795685,-137.93234,0.013031616,-0.0040195077
165467.3786534,-0.046996176,-27.448406,-84.808762,-158.07253,-79.95739,19.674927,0.012605241,0.017803499
166373.72893964,-0.045540452,-27.56362,-82.365822,-122.39828,-88.136604,-38.202579,0.014038544,-0.011768483
167285.04377447,-0.049222562,-27.694092,-86.950005,72.223007,-88.795418,80.965546,0.012654281,-0.0073744976
168201.35035129,-0.051164318,-27.817316,-84.346176,122.84964,-82.023003,-162.18404,0.0087267049,0.018207524
169122.67601244,-0.05234918,-28.007343,-85.944534,52.987404,-78.6203,-14.01182,0.0088460566,-0.035475396
170049.04825005,-0.048513375,-28.120167,-81.519333,152.32539,-90.561974,-118.23466,0.012751844,-0.020193882
170980.49470681,-0.052245166,-28.285894,-86.847717,45.597672,-83.208374,13.951485,0.0099794734,-0.019830748
171917.04317685,-0.050084002,-28.406311,-85.432213,-162.26797,-76.472031,119.09842,0.011814837,0.0062227966
172858.72160652,-0.052685075,-28.579861,-88.835289,6.4731531,-90.335686,139.78659,0.012095703,0.0025542397
173805.55809528,-0.047461983,-28.739685,-81.75351,-36.362335,-102.61502,101.97586,0.011068702,-0.022927031
174757.58089646,-0.052556686,-28.874563,-92.64502,119.16074,-98.667847,-156.24992,0.0093068983,0.0094961626
175714.81841818,-0.046778467,-29.082355,-78.481621,-81.465302,-84.791145,-73.467575,0.010666406,0.016948462
176677.29922416,-0.051761031,-29.17079,-88.856483,-150.82523,-88.586617,79.830223,0.014247023,0.015316316
177645.05203458,-0.049714271,-29.372545,-79.972038,82.575958,-83.234077,50.920357,0.014267148,-0.0068008667
178618.10572692,-0.048371501,-29.495974,-80.399834,-162.06851,-85.131332,-12.815544,0.012347124,-0.025731141
179596.48933686,-0.04947155,-29.695541,-89.485664,-110.95578,-84.627914,39.567356,0.012572202,-0.018112719
180580.2320591,-0.053242162,-29.802448,-88.901337,-127.26327,-80.26873,39.059536,0.014787782,0.0039436906
181569.36324827,-0.053985931,-29.957882,-90.701927,11.262062,-89.191811,46.546719,0.011271643,-0.025874803
182563.91241978,-0.054575168,-30.08209,-95.622704,114.2552,-91.868279,176.70465,0.010801197,-0.0018992043
183563.90925073,-0.052122295,-30.293344,-88.591896,-50.443054,-85.100639,148.64989,0.010373053,-0.0060163974
184569.38358076,-0.060910299,-30.419474,-84.102188,-22.70772,-76.551849,106.89132,0.011771467,-0.023307787
185580.36541296,-0.053353798,-30.589975,-81.779236,98.348686,-78.83419,123.51521,0.015299583,0.010042523
186596.88491476,-0.054796413,-30.72436,-80.042969,173.60376,-88.916008,73.295227,0.01139144,-0.0084306234
187618.97241883,-0.063096032,-30.907703,-88.910324,-125.79001,-84.817574,80.112831,0.010351877,-0.021527417
188646.65842401,-0.05246472,-31.08358,-89.26033,-16.562347,-92.342468,-43.458782,0.010124616,0.00083145953
189679.97359618,-0.060711317,-31.252617,-82.752975,116.88476,-80.560532,84.892677,0.015896954,0.010143672
190718.94876918,-0.055714548,-31.36619,-79.514641,-21.386648,-83.302551,137.54736,0.011460632,-0.033039045
191763.61494578,-0.059749085,-31.537928,-84.067307,1.3661691,-82.176865,141.24371,0.015260375,-0.007559679
192814.00329852,-0.060326241,-31.691416,-83.182259,-170.37766,-82.311028,-120.93798,0.01302026,0.00031137373
193870.14517073,-0.059089873,-31.862415,-98.112389,-112.21559,-83.106445,8.0847778,0.0095770778,0.014722026
194932.07207741,-0.064101562,-32.0681,-82.165977,-173.52676,-87.385353,-76.723717,0.015613754,-0.031135108
195999.81570617,-0.063145407,-32.16811,-89.725395,178.54092,-89.437988,129.29201,0.015002931,0.0076174336
197073.40791821,-0.063276738,-32.36298,-87.718071,-54.847809,-83.929794,-144.58316,0.011865436,0.012153929
198152.88074923,-0.056111541,-32.517006,-82.660706,116.30114,-93.997574,76.485519,0.010454657,-0.010055801
199238.26641043,-0.063641325,-32.688694,-80.493385,178.16893,-84.719223,-23.907511,0.018172704,0.0099030975
200329.59728943,-0.057609633,-32.845703,-83.141068,-129.71809,-75.411812,169.17781,0.011102783,0.021016292
201426.90595125,-0.057106014,-33.007908,-85.706314,-6.3723788,-92.181786,-92.013756,0.012767847,0.0062873317
202530.22513931,-0.068745323,-33.217976,-81.71685,-128.6613,-79.401253,-86.268837,0.01599857,-0.028161887
203639.58777635,-0.06445466,-33.406506,-88.372169,64.086945,-87.463188,161.4373,0.01049081,0.061306272
204755.02696547,-0.066527046,-33.528648,-98.583115,118.87931,-77.039063,104.78677,0.007392949,-0.024479261
205876.57599108,-0.063736677,-33.751766,-80.145599,-146.22514,-81.065811,119.63947,0.01028525,0.026488321
207004.26831992,-0.060012326,-33.945129,-98.461662,151.47498,-83.406013,130.04646,0.01399726,0.025508039
208138.13760202,-0.069672987,-34.084126,-92.465164,127.614,-77.670357,142.95099,0.013550851,0.016634354
209278.21767175,-0.063008837,-34.224411,-86.190308,-27.104454,-89.15667,-41.157261,0.0089364722,0.008585888
210424.5425488,-0.067859404,-34.447575,-86.683968,-39.347752,-85.290916,159.79485,0.012413203,0.0084562739
211577.14643921,-0.077143602,-34.606911,-82.317383,-134.03387,-93.359322,11.80037,0.013680907,-0.01097738
212736.06373637,-0.063525744,-34.765099,-80.322067,44.091335,-76.067268,25.707682,0.014036479,-0.0087517528
213901.32902207,-0.070492186,-34.925831,-88.874863,-154.13129,-84.350426,124.28339,0.013716001,-0.012478885
215072.97706753,-0.067156367,-35.191189,-87.852806,58.768364,-87.558868,-129.21727,0.013737677,0.01088759
216251.04283442,-0.073914833,-35.299599,-85.93177,16.379738,-77.719063,-27.059677,0.0092748683,0.02828476
217435.5614759,-0.06897755,-35.500057,-80.871178,42.985428,-78.815941,159.01418,0.017906154,0.0054863403
218626.56833772,-0.071409963,-35.678288,-82.734428,-4.9781022,-85.554779,-68.53656,0.0067432341,-0.030839752
219824.09895919,-0.065566674,-35.78828,-92.197952,110.95667,-81.640663,155.46742,0.016104827,0.0020778575
221028.18907433,-0.072299771,-35.996769,-93.018913,-173.02051,-85.249741,-77.983383,0.0097444458,-0.010766807
222238.87461286,-0.063206874,-36.215813,-100.55246,175.58398,-78.266716,-175.71365,0.010882793,-0.0097788163
223456.19170134,-0.066817246,-36.396133,-92.18647,164.43372,-82.321442,-136.44308,0.010928238,0.0063227713
224680.17666417,-0.069692977,-36.575397,-79.740089,75.444405,-77.754311,-89.570679,0.01044536,0.011972575
225910.86602475,-0.07110472,-36.744286,-83.668495,54.605461,-87.21122,42.249184,0.014484903,0.027887436
227148.29650653,-0.079374954,-36.974781,-85.525352,50.795918,-91.689423,167.82584,0.0087246383,0.018898284
228392.50503412,-0.077529378,-37.133904,-78.482483,-77.911324,-83.379555,152.46046,0.0098456899,-0.029370869
229643.52873436,-0.079203598,-37.311821,-88.081352,-123.41489,-86.201393,-5.0995255,0.0092898505,-0.015812896
230901.40493749,-0.082881652,-37.553825,-87.360085,50.671402,-77.940468,-147.21504,0.0067075668,-0.0139898
232166.17117819,-0.075607151,-37.696751,-83.063034,58.389313,-85.44046,-108.19411,0.014871366,-0.023416238
233437.86519677,-0.081880465,-37.889725,-99.371597,59.516132,-82.7929,-16.591656,0.012861794,-0.0057572154
234716.52494023,-0.076787367,-38.074127,-76.265472,78.044441,-89.398445,-177.88396,0.015691133,-0.0066463496
236002.18856346,-0.087571166,-38.306755,-86.99752,81.938881,-80.688324,-71.328377,0.011854594,0.018545529
237294.89443031,-0.080806464,-38.486233,-82.404869,-40.482193,-92.359398,-76.421997,0.014412147,-0.023368891
238594.6811148,-0.078973196,-38.663746,-85.121269,-156.20387,-77.654167,51.8186,0.016316816,-0.0043354216
239901.58740221,-0.082443163,-38.852272,-81.312309,-173.14238,-76.36142,-56.512688,0.01268164,0.016592754
241215.65229029,-0.080322035,-39.06868,-78.952339,-72.092964,-80.560593,59.111271,0.01059152,-0.017081099
242536.9149904,-0.079629108,-39.247257,-81.598564,140.1582,-84.421883,156.84315,0.010346196,0.011817724
243865.41492866,-0.082246885,-39.468765,-86.053894,-137.33456,-92.11544,-44.14259,0.014821835,0.0063768299
245201.19174717,-0.086031809,-39.618389,-79.904503,143.80476,-88.661674,-20.827215,0.012698159,0.035125367
246544.28530516,-0.087099984,-39.883175,-74.493835,114.38075,-81.892868,-59.91412,0.013526593,0.0059718043
247894.73568019,-0.083042607,-40.02985,-100.25976,56.210205,-77.501846,-129.81322,0.013317565,0.019801499
249252.58316934,-0.085852534,-40.266563,-88.858765,93.053551,-87.288895,120.28772,0.012747198,-0.0041121379
250617.86829044,-0.077985823,-40.458454,-89.745285,83.969536,-80.002388,74.229332,0.0094076367,-0.05255536
251990.63178322,-0.088525847,-40.715412,-77.128006,147.10364,-84.517609,-155.32016,0.0097237835,0.001571318
253370.9146106,-0.09021911,-40.887127,-82.809113,-0.79075623,-92.996704,113.94839,0.017344641,0.018231539
254758.75795985,-0.085485026,-41.050388,-81.27153,3.6018345,-78.411385,92.139015,0.011102268,0.0022905199
256154.20324386,-0.091460407,-41.272396,-99.408447,47.332714,-84.630486,169.54694,0.0090924995,0.010075929
257557.29210235,-0.084666684,-41.476238,-89.212563,-112.56869,-77.761505,-72.972267,0.020644614,-0.037914447
258968.06640312,-0.083272696,-41.706242,-82.662781,102.99728,-85.81266,77.553375,0.0063813776,0.00063602085
260386.56824332,-0.088355973,-41.827335,-83.746056,56.313538,-76.347481,144.0609,0.012113772,0.018670946
261812.83995066,-0.091272973,-42.09267,-80.140602,178.65257,-87.622978,86.690704,0.0091048982,-0.009642439
263246.92408471,-0.092807315,-42.260002,-79.792717,-161.37837,-91.530235,64.273888,0.0076503274,0.031861655
264688.86343818,-0.087371491,-42.55275,-84.465485,-41.557297,-84.441795,89.688835,0.012124614,0.0016523052
266138.70103817,-0.092443176,-42.748978,-86.466415,136.1006,-88.181335,49.48074,0.01358543,0.016030975
267596.48014743,-0.09203624,-42.950165,-86.573387,57.703598,-83.565918,53.321613,0.01723996,0.015793955
269062.24426573,-0.097177446,-43.120232,-79.681679,122.57793,-80.851746,-130.70285,0.011640836,-0.027164798
270536.03713107,-0.097518153,-43.371273,-90.175995,101.1808,-80.891716,-135.68852,0.0094908075,0.0038944997
272017.90272106,-0.092241421,-43.594532,-78.943504,143.8307,-87.815804,38.127579,0.0074337791,0.031301361
273507.88525418,-0.097380489,-43.763332,-84.419807,-21.063784,-84.313622,-106.55843,0.010743356,-0.001207236
275006.02919111,-0.092060834,-44.012177,-84.763634,92.688271,-81.702232,129.36609,0.0089561054,0.041440405
276512.37923608,-0.10117811,-44.243977,-78.578148,123.4958,-87.875076,71.103508,0.011420873,-0.027120084
278026.98033817,-0.089597009,-44.39468,-82.972038,136.65065,-81.730278,-122.77235,0.012410621,0.019979192
279549.8776927,-0.099671535,-44.608494,-87.280457,-62.618732,-85.675995,-54.777954,0.011493162,0.011639666
281081.11674252,-0.09585803,-44.829834,-77.300896,161.26155,-77.567406,59.26519,0.010483579,0.025391301
282620.74317941,-0.10467488,-45.101791,-92.999626,4.6870518,-82.530655,-57.043541,0.017094024,0.0071135028
284168.8029454,-0.10788017,-45.270779,-85.775406,-61.416317,-74.200668,-176.99927,0.017908216,0.004810052
285725.34223421,-0.10831513,-45.499504,-82.294388,-59.906094,-77.754936,53.441185,0.0060138041,0.0017398529
287290.40749256,-0.10498913,-45.712421,-78.91346,28.490353,-83.814171,-80.444397,0.0097878361,0.0034805394
288864.04542159,-0.11075906,-45.952297,-88.302887,9.0414276,-94.574356,153.10088,0.0010865571,-0.031401284
290446.30297823,-0.099176787,-46.268761,-76.961563,70.850266,-81.95784,-63.289661,0.011520529,-0.013976295
292037.22737665,-0.098613247,-46.424366,-88.84903,-178.37445,-80.456924,-170.44971,0.014091181,-0.0079866778
293636.86608961,-0.10949206,-46.632229,-79.292564,-23.747219,-84.320343,166.75966,0.012099316,-0.021359177
295245.26684991,-0.10773687,-46.900459,-84.404152,-44.079239,-86.276894,-35.269386,0.0085489638,0.017088529
296862.47765181,-0.11117599,-47.107815,-83.612061,143.03537,-77.392761,-178.15411,0.010435547,0.018175054
298488.54675246,-0.10998295,-47.320885,-90.301651,37.910942,-86.740318,-51.785431,0.0075402455,0.023987921
300123.52267334,-0.10813785,-47.57708,-83.064636,-129.59691,-83.681747,-142.38858,0.019711887,-0.012506263
301767.45420169,-0.11506756,-47.796059,-88.220932,166.06042,-90.928696,-123.28537,0.0098565379,0.022132859
303420.39039201,-0.10839184,-48.031631,-80.669319,128.97461,-85.393677,178.80705,0.013622073,-0.0085088005
305082.38056749,-0.10962187,-48.291012,-74.728729,-10.107178,-80.23896,113.03648,0.013479111,-0.00047268337
306753.47432146,-0.11414132,-48.475266,-80.197632,27.479534,-79.133347,84.398811,0.015251089,0.0025932624
308433.72151894,-0.11100311,-48.687489,-90.80835,-80.39476,-82.084793,-133.31621,0.0098384582,-0.012407704
310123.17229806,-0.11129948,-48.944382,-83.552803,-5.7005301,-82.808197,-151.02089,0.01728173,0.011663863
311821.8770716,-0.10370021,-49.17395,-84.77269,40.118279,-85.299103,88.584099,0.010658143,0.014408311
313529.88652844,-0.11170212,-49.408051,-85.479218,-52.47197,-76.999031,109.87273,0.0092748683,0.049615066
315247.25163517,-0.10279441,-49.654484,-84.34417,86.764977,-81.240082,139.52324,0.0049817436,-0.032970261
316974.02363749,-0.1170342,-49.965229,-84.56369,172.89877,-80.573219,-111.44502,0.014452911,0.001066082
318710.25406183,-0.11110243,-50.091148,-79.194527,84.116936,-81.985077,-13.194717,0.0079309447,-0.0096473675
320455.99471687,-0.11230615,-50.373585,-92.102577,-93.270157,-78.081787,-74.670609,0.014306365,0.0047133849
322211.29769503,-0.12013207,-50.621017,-90.708809,-116.67119,-83.049889,-119.30042,0.016648449,0.047395755
323976.21537411,-0.12280048,-50.89677,-79.931076,-85.079468,-82.531517,-139.71674,0.012553102,0.0043954863
325750.80041878,-0.12093423,-51.10635,-77.762863,-57.388378,-80.852295,-129.42787,0.015612206,-0.020060463
327535.1057822,-0.12000433,-51.304302,-86.524193,80.001221,-79.698723,-47.059471,0.019340286,-0.0076728356
329329.18470758,-0.12198466,-51.61813,-80.308395,-148.01233,-80.768517,-109.22492,0.012856116,0.016098389
331133.09072976,-0.12848109,-51.818188,-84.135841,-68.979095,-79.878395,-173.26547,0.0079361126,0.011500704
332946.87767683,-0.11607776,-52.038532,-79.805855,45.097118,-81.959923,19.270481,0.0065840213,0.0016911105
334770.59967171,-0.1087873,-52.267582,-84.737991,26.372681,-86.652756,78.0933,0.014340938,-0.021390319
336604.31113379,-0.12739737,-52.526321,-85.954651,71.035347,-90.769997,68.905884,0.0098353596,-0.039480511
338448.06678055,-0.12024225,-52.78167,-80.5103,-75.027466,-91.674942,150.8053,0.015068971,0.0041297893
340301.92162916,-0.12804091,-53.083057,-83.462921,149.69661,-83.328857,-112.79167,0.0095972242,0.0082074301
342165.93099818,-0.12228765,-53.259495,-79.097679,-30.403299,-96.313591,98.926689,0.01223716,-0.023784192
344040.15050916,-0.12831871,-53.54295,-74.996513,71.280731,-82.864517,-153.26384,0.011750815,0.032078315
345924.63608831,-0.1259291,-53.789173,-81.301613,-164.39529,-84.621071,40.318653,0.0093394443,-0.034815297
347819.44396819,-0.12965843,-54.060493,-81.93364,-65.594551,-81.339844,107.42086,0.019097,-0.023064943
349724.63068939,-0.12726542,-54.355984,-92.245667,-80.957924,-83.400925,0.51312894,0.013035745,0.0061036386
351640.25310216,-0.12251104,-54.525005,-73.07251,-57.67926,-81.730759,94.803459,0.012634665,-0.0044052494
353566.36836818,-0.14294301,-54.808018,-79.067062,7.3706689,-77.093246,-160.62482,0.010754718,0.061558306
355503.03396223,-0.1204815,-55.039951,-81.890923,-118.7151,-80.724014,-171.56789,0.0057263412,-0.024582289
